,album_title,track_specific_info,version_ids,has_track_specific_info_in_release_credits,title,track_artist,album,labels,release_year,instruments,genre,format,countries_of_release,catalog_numbers,requires_manual_check,id_str,url,position,release_id,duration
987,Merciless,,"6454593, 16005253, 12623014, 10574668, 15351596, 1238831, 11399858, 4472341, 1401368, 7354108",False,Here I Am,Stephanie Mills,Merciless,Casablanca,1983,"Piano, Keyboards",Funk / Soul,Vinyl,US,422-811 364-1 M1,False,Here I Am in Merciless,https://www.discogs.com/release/1238831-Stephanie-Mills-Merciless,A5,1238831,4:13
988,Merciless,,"6454593, 16005253, 12623014, 10574668, 15351596, 1238831, 11399858, 4472341, 1401368, 7354108",False,His Name Is Michael,Stephanie Mills,Merciless,Casablanca,1983,"Piano, Keyboards",Funk / Soul,Vinyl,US,422-811 364-1 M1,False,His Name Is Michael in Merciless,https://www.discogs.com/release/1238831-Stephanie-Mills-Merciless,A4,1238831,3:18
989,Merciless,,"6454593, 16005253, 12623014, 10574668, 15351596, 1238831, 11399858, 4472341, 1401368, 7354108",False,How Come U Don't Call Me Anymore?,Stephanie Mills,Merciless,Casablanca,1983,"Piano, Keyboards",Funk / Soul,Vinyl,US,422-811 364-1 M1,False,How Come U Don't Call Me Anymore? in Merciless,https://www.discogs.com/release/1238831-Stephanie-Mills-Merciless,A1,1238831,4:12
990,Merciless,,"6454593, 16005253, 12623014, 10574668, 15351596, 1238831, 11399858, 4472341, 1401368, 7354108",False,My Body,Stephanie Mills,Merciless,Casablanca,1983,"Piano, Keyboards",Funk / Soul,Vinyl,US,422-811 364-1 M1,False,My Body in Merciless,https://www.discogs.com/release/1238831-Stephanie-Mills-Merciless,B1,1238831,4:06
991,Merciless,,"6454593, 16005253, 12623014, 10574668, 15351596, 1238831, 11399858, 4472341, 1401368, 7354108",False,Never Get Enough Of You,Stephanie Mills,Merciless,Casablanca,1983,"Piano, Keyboards",Funk / Soul,Vinyl,US,422-811 364-1 M1,False,Never Get Enough Of You in Merciless,https://www.discogs.com/release/1238831-Stephanie-Mills-Merciless,A2,1238831,4:31
992,Merciless,,"6454593, 16005253, 12623014, 10574668, 15351596, 1238831, 11399858, 4472341, 1401368, 7354108",False,Pilot Error,Stephanie Mills,Merciless,Casablanca,1983,"Piano, Keyboards",Funk / Soul,Vinyl,US,422-811 364-1 M1,False,Pilot Error in Merciless,https://www.discogs.com/release/1238831-Stephanie-Mills-Merciless,B3,1238831,5:07
993,Merciless,,"6454593, 16005253, 12623014, 10574668, 15351596, 1238831, 11399858, 4472341, 1401368, 7354108",False,Since We've Been Together,Stephanie Mills,Merciless,Casablanca,1983,"Piano, Keyboards",Funk / Soul,Vinyl,US,422-811 364-1 M1,False,Since We've Been Together in Merciless,https://www.discogs.com/release/1238831-Stephanie-Mills-Merciless,B4,1238831,3:13
994,Too Much Mister,,"1085249, 2413443, 19900516, 14371528, 4486665, 1234703, 11402351, 7315477, 1181397, 13606937",False,Where's Your Angel,Natalie Cole,Too Much Mister,Epic,1983,Written-By,"Funk / Soul, Electronic",Vinyl,Netherlands,EPCA 3617,False,Where's Your Angel in Too Much Mister,https://www.discogs.com/release/1234703-Natalie-Cole-Too-Much-Mister,B,1234703,4:50
995,It's Your Night,,"8317318, 13500039, 5659528, 12688392, 8526215, 9090701, 6056091, 18659101, 9148958, 14742432, 2883744, 13295910, 13038631, 12228903, 559148, 5605550, 23072687, 3964851, 1842869, 10104886, 5092798, 9523519, 19350469, 14789576, 8244426, 9686219, 4622157, 4805709, 4767439, 4951119, 2797137, 722134, 9072727, 8378585, 8182490, 7384156, 9367516, 5321948, 12070879, 14925155, 15137384, 16665324, 14902896, 13164657, 15540848, 19333747, 20552179, 2452979, 16148467, 14907258, 12983550",False,One More Rhythm,James Ingram,It's Your Night,Qwest Records,1983,"Piano [Acoustic], Synthesizer",Funk / Soul,Vinyl,UK,92-3970-1,False,One More Rhythm in It's Your Night,https://www.discogs.com/release/559148-James-Ingram-Its-Your-Night,B2,559148,4:05
996,It's Your Night,,"8317318, 13500039, 5659528, 12688392, 8526215, 9090701, 6056091, 18659101, 9148958, 14742432, 2883744, 13295910, 13038631, 12228903, 559148, 5605550, 23072687, 3964851, 1842869, 10104886, 5092798, 9523519, 19350469, 14789576, 8244426, 9686219, 4622157, 4805709, 4767439, 4951119, 2797137, 722134, 9072727, 8378585, 8182490, 7384156, 9367516, 5321948, 12070879, 14925155, 15137384, 16665324, 14902896, 13164657, 15540848, 19333747, 20552179, 2452979, 16148467, 14907258, 12983550",False,Party Animal,James Ingram,It's Your Night,Qwest Records,1983,"Keyboards, Synthesizer",Funk / Soul,Vinyl,UK,92-3970-1,False,Party Animal in It's Your Night,https://www.discogs.com/release/559148-James-Ingram-Its-Your-Night,A1,559148,4:55
997,It's Your Night,,"8317318, 13500039, 5659528, 12688392, 8526215, 9090701, 6056091, 18659101, 9148958, 14742432, 2883744, 13295910, 13038631, 12228903, 559148, 5605550, 23072687, 3964851, 1842869, 10104886, 5092798, 9523519, 19350469, 14789576, 8244426, 9686219, 4622157, 4805709, 4767439, 4951119, 2797137, 722134, 9072727, 8378585, 8182490, 7384156, 9367516, 5321948, 12070879, 14925155, 15137384, 16665324, 14902896, 13164657, 15540848, 19333747, 20552179, 2452979, 16148467, 14907258, 12983550",False,Try Your Love Again,James Ingram,It's Your Night,Qwest Records,1983,"Keyboards, Synthesizer",Funk / Soul,Vinyl,UK,92-3970-1,False,Try Your Love Again in It's Your Night,https://www.discogs.com/release/559148-James-Ingram-Its-Your-Night,A4,559148,4:25
998,Back In Central Park / Night Drive,,"1994609, 1846595",False,Back In Central Park,Earl Klugh,Back In Central Park / Night Drive,Capitol Records,1983,"Keyboards, Synthesizer","Funk / Soul, Jazz",Vinyl,US,B5216,False,Back In Central Park in Back In Central Park / Night Drive,https://www.discogs.com/release/1994609-Earl-Klugh-Back-In-Central-Park-Night-Drive,A,1994609,3:47
999,Back In Central Park / Night Drive,,"1994609, 1846595",False,Night Drive,Earl Klugh,Back In Central Park / Night Drive,Capitol Records,1983,"Keyboards, Synthesizer","Funk / Soul, Jazz",Vinyl,US,B5216,False,Night Drive in Back In Central Park / Night Drive,https://www.discogs.com/release/1994609-Earl-Klugh-Back-In-Central-Park-Night-Drive,B,1994609,6:48
1000,"People, People","Written-By -> tracks: A2, B1","1937374, 1624807",True,"People, People",Donna Summer,"People, People",Mercury,1983,Written-By,"Funk / Soul, Electronic",Vinyl,Netherlands,814 945-1,True,"People, People in People, People",https://www.discogs.com/release/1937374-Donna-Summer-People-People,A1,1937374,4:19
1001,"People, People","Written-By -> tracks: A2, B1","1937374, 1624807",True,"Stop, Look And Listen",Donna Summer,"People, People",Mercury,1983,Written-By,"Funk / Soul, Electronic",Vinyl,Netherlands,814 945-1,True,"Stop, Look And Listen in People, People",https://www.discogs.com/release/1937374-Donna-Summer-People-People,A2,1937374,4:24
1002,"People, People","Written-By -> tracks: A2, B1","1937374, 1624807",True,"Stop, Look And Listen (Special Long Version)",Donna Summer,"People, People",Mercury,1983,Written-By,"Funk / Soul, Electronic",Vinyl,Netherlands,814 945-1,True,"Stop, Look And Listen (Special Long Version) in People, People",https://www.discogs.com/release/1937374-Donna-Summer-People-People,B1,1937374,5:53
1003,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,A Dream,DeBarge,In A Special Way,"Motown, Gordy",1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,US,6061GL,True,A Dream in In A Special Way,https://www.discogs.com/release/486937-DeBarge-In-A-Special-Way,B5,486937,4:15
1004,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,A Dream,DeBarge,In A Special Way,Motown,1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,Japan,"MOT-6075, VIL-6075",True,A Dream in In A Special Way,https://www.discogs.com/release/7375760-DeBarge-In-A-Special-Way,B5,7375760,4:15
1005,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,"Baby, Won't Cha Come Quick",DeBarge,In A Special Way,"Motown, Gordy",1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,US,6061GL,True,"Baby, Won't Cha Come Quick in In A Special Way",https://www.discogs.com/release/486937-DeBarge-In-A-Special-Way,B3,486937,4:32
1006,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,"Baby, Won't Cha Come Quick",DeBarge,In A Special Way,Motown,1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,Japan,"MOT-6075, VIL-6075",True,"Baby, Won't Cha Come Quick in In A Special Way",https://www.discogs.com/release/7375760-DeBarge-In-A-Special-Way,B3,7375760,4:32
1007,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Be My Lady,DeBarge,In A Special Way,"Motown, Gordy",1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,US,6061GL,True,Be My Lady in In A Special Way,https://www.discogs.com/release/486937-DeBarge-In-A-Special-Way,A1,486937,4:14
1008,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Be My Lady,DeBarge,In A Special Way,Motown,1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,Japan,"MOT-6075, VIL-6075",True,Be My Lady in In A Special Way,https://www.discogs.com/release/7375760-DeBarge-In-A-Special-Way,A1,7375760,4:14
1009,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,I Give Up On You,DeBarge,In A Special Way,"Motown, Gordy",1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,US,6061GL,True,I Give Up On You in In A Special Way,https://www.discogs.com/release/486937-DeBarge-In-A-Special-Way,B4,486937,3:40
1010,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,I Give Up On You,DeBarge,In A Special Way,Motown,1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,Japan,"MOT-6075, VIL-6075",True,I Give Up On You in In A Special Way,https://www.discogs.com/release/7375760-DeBarge-In-A-Special-Way,B4,7375760,3:40
1011,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Love Me In A Special Way,DeBarge,In A Special Way,"Motown, Gordy",1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,US,6061GL,True,Love Me In A Special Way in In A Special Way,https://www.discogs.com/release/486937-DeBarge-In-A-Special-Way,B1,486937,4:10
1012,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Love Me In A Special Way,DeBarge,In A Special Way,Motown,1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,Japan,"MOT-6075, VIL-6075",True,Love Me In A Special Way in In A Special Way,https://www.discogs.com/release/7375760-DeBarge-In-A-Special-Way,B1,7375760,4:10
1013,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Need Somebody,DeBarge,In A Special Way,"Motown, Gordy",1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,US,6061GL,True,Need Somebody in In A Special Way,https://www.discogs.com/release/486937-DeBarge-In-A-Special-Way,A4,486937,4:45
1014,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Need Somebody,DeBarge,In A Special Way,Motown,1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,Japan,"MOT-6075, VIL-6075",True,Need Somebody in In A Special Way,https://www.discogs.com/release/7375760-DeBarge-In-A-Special-Way,A4,7375760,4:45
1015,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Queen Of My Heart,DeBarge,In A Special Way,"Motown, Gordy",1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,US,6061GL,True,Queen Of My Heart in In A Special Way,https://www.discogs.com/release/486937-DeBarge-In-A-Special-Way,B2,486937,3:35
1016,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Queen Of My Heart,DeBarge,In A Special Way,Motown,1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,Japan,"MOT-6075, VIL-6075",True,Queen Of My Heart in In A Special Way,https://www.discogs.com/release/7375760-DeBarge-In-A-Special-Way,B2,7375760,3:35
1017,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Stay With Me,DeBarge,In A Special Way,"Motown, Gordy",1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,US,6061GL,True,Stay With Me in In A Special Way,https://www.discogs.com/release/486937-DeBarge-In-A-Special-Way,A2,486937,3:45
1018,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Stay With Me,DeBarge,In A Special Way,Motown,1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,Japan,"MOT-6075, VIL-6075",True,Stay With Me in In A Special Way,https://www.discogs.com/release/7375760-DeBarge-In-A-Special-Way,A2,7375760,3:45
1019,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Time Will Reveal,DeBarge,In A Special Way,"Motown, Gordy",1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,US,6061GL,True,Time Will Reveal in In A Special Way,https://www.discogs.com/release/486937-DeBarge-In-A-Special-Way,A3,486937,4:09
1020,In A Special Way,Keyboards -> tracks: B4,"3614980, 2795657, 15155594, 7375760, 4710033, 11730194, 13111828, 486937, 11450270, 22349599, 3241125, 8311461, 12438702, 13748533, 14862006, 22117432, 4519480, 19260475, 5157824, 6270018, 6308680, 5880138, 6085582, 13742932, 1225820, 4017884, 1627364, 838245, 16981476, 974829, 20984566, 4616313",True,Time Will Reveal,DeBarge,In A Special Way,Motown,1983,Keyboards,"Pop, Funk / Soul, Electronic",Vinyl,Japan,"MOT-6075, VIL-6075",True,Time Will Reveal in In A Special Way,https://www.discogs.com/release/7375760-DeBarge-In-A-Special-Way,A3,7375760,4:09
1021,Streets Of Fire - Music From The Original Motion Picture Soundtrack,,21603382,False,Countdown To Love,Various,Streets Of Fire - Music From The Original Motion Picture Soundtrack,MCA Records,1984,"Producer, Lead Vocals, Backing Vocals [All], Instruments [All]","Stage & Screen, Rock",Vinyl,US,MCA-5492,False,Countdown To Love in Streets Of Fire - Music From The Original Motion Picture Soundtrack,https://www.discogs.com/release/21603382-Various-Streets-Of-Fire-Music-From-The-Original-Motion-Picture-Soundtrack,A4,21603382,3:00
1022,The Magazine,,"15361794, 13870596, 2723717, 2468486, 8462855, 6296198, 14185866, 11240204, 11689230, 14506128, 5742483, 14746265, 2656921, 15956508, 4455709, 1953694, 9108387, 7174311, 18409384, 12586542, 13490097, 12288818, 12567476, 6575028, 3247673, 14429243, 8217154, 2318275, 6443202, 8886978, 12570311, 3730632, 2827339, 1952082, 3477718, 21553624, 12040665, 7083739, 14841565, 3140062, 4726241, 6092259, 19740004, 7857380, 11218662, 8733420, 12828909, 1426287, 11587183, 4037359, 10037621, 5927157, 5761021",False,Gravity,Rickie Lee Jones,The Magazine,Warner Bros. Records,1984,Electric Piano [Fender Rhodes],Rock,Vinyl,US,"1-25117, 9 25177-1",False,Gravity in The Magazine,https://www.discogs.com/release/1426287-Rickie-Lee-Jones-The-Magazine,A2,1426287,4:43
1023,The Magazine,,"15361794, 13870596, 2723717, 2468486, 8462855, 6296198, 14185866, 11240204, 11689230, 14506128, 5742483, 14746265, 2656921, 15956508, 4455709, 1953694, 9108387, 7174311, 18409384, 12586542, 13490097, 12288818, 12567476, 6575028, 3247673, 14429243, 8217154, 2318275, 6443202, 8886978, 12570311, 3730632, 2827339, 1952082, 3477718, 21553624, 12040665, 7083739, 14841565, 3140062, 4726241, 6092259, 19740004, 7857380, 11218662, 8733420, 12828909, 1426287, 11587183, 4037359, 10037621, 5927157, 5761021",False,Prelude To Gravity,Rickie Lee Jones,The Magazine,Warner Bros. Records,1984,Keyboards,"Rock, Jazz",Vinyl,Canada,92 51171,False,Prelude To Gravity in The Magazine,https://www.discogs.com/release/2827339-Rickie-Lee-Jones-The-Magazine,A1,2827339,2:49
1024,Whitney Houston,"Musician [The Players] -> tracks: A3, B3, B5","2724354, 8217090, 1629196, 8707088, 17586193, 9871890, 14794775, 9067544, 9510939, 16285215, 12700708, 14088742, 14501935, 23578676, 11438646, 3406391, 10479161, 13243450, 2704443, 12912700, 16091198, 23340095, 17221696, 15604799, 1821250, 13374531, 4928065, 21837901, 18188878, 6446164, 12622938, 6346842, 13375580, 5856861, 15513181, 5486684, 15465568, 13852255, 11868771, 11157603, 12416612, 13802598, 12064871, 9772648, 15540331, 14256747, 16096365, 10897518, 20500075, 11414136, 15045241, 14144123, 9279100, 6577276, 10731133, 10903167, 9787008, 6983298, 970372, 14952071, 13146760, 8807047, 5713549, 7040143, 18350224, 12074647, 3825304, 6981271, 19626139, 12235420, 18725620, 14986911, 6470303, 9843875, 12210345, 19923121, 15686834, 16063668, 3294902, 15328951, 14893755, 11828929, 4702403, 12082884, 22123717, 13491910, 15316684, 13789904, 5597905, 5948625, 5980368, 11001046, 3017431, 15040728, 11377371, 2693339, 19065055, 16283873, 12354790, 3453161, 4260588, 15526637, 16290540, 3706607, 10703604, 19378420, 4172533, 15315189, 14995188, 16025849, 12968185, 627450, 6847737, 15435517, 6725376, 11054849, 3286785, 14007554, 15774984, 11428351, 4784911, 9975568, 22977296, 8665361, 14102292, 5006613, 15015189, 14930710, 6926104, 12102425, 7383835, 5797661, 11473184, 10015010, 12772644, 15443749, 9130789, 13685028, 6088488, 7074089, 14495530, 1765164, 11682092, 11882796, 4718384, 13233969, 6263090, 7719729, 18566452, 12170551, 7074103, 6110009, 11086651, 6531389, 15219009, 5357383, 12744009, 15420234, 13559626, 10960206, 6906709, 7211861, 7002966, 12669271, 6263641, 22832474, 6060893, 4739935, 5705062, 1578343, 4279147, 1863022, 14931822, 458608, 20751217, 13615473, 8288116, 8759156, 14317942, 7274871, 5543800, 13609339, 15932283, 1853821, 2375552, 15640452, 5796743, 8718215, 5025161, 15202185, 4412809, 7714702, 6903183, 5715342, 3846032, 7274900, 2735512, 15904152, 4527512, 14897051, 12997020, 15932319, 14950305, 8226724, 1641893, 7840166, 12625319, 19881385, 10955178, 6019499, 12673964, 15451567, 16774065, 8327601, 15893441, 12059588, 8681925, 14382023, 11695560, 18597322, 5936078, 12693456, 640465, 3474899, 14988755, 10376152, 2893785, 2882524, 1243613, 7629283, 6683109, 14178279, 18784744, 9749487, 9328113, 3575795, 693747, 552437, 7284214, 16253430, 10229752, 523769, 14797302, 7711220, 10006005, 1060863",True,All At Once,Whitney Houston,Whitney Houston,Arista,1985,Musician [The Players],"Funk / Soul, Electronic",Vinyl,Europe,206 978,True,All At Once in Whitney Houston,https://www.discogs.com/release/3294902-Whitney-Houston-Whitney-Houston,A2,3294902,4:26
1025,Whitney Houston,"Performer [The Players] -> tracks: A3, A5, B3","2724354, 8217090, 1629196, 8707088, 17586193, 9871890, 14794775, 9067544, 9510939, 16285215, 12700708, 14088742, 14501935, 23578676, 11438646, 3406391, 10479161, 13243450, 2704443, 12912700, 16091198, 23340095, 17221696, 15604799, 1821250, 13374531, 4928065, 21837901, 18188878, 6446164, 12622938, 6346842, 13375580, 5856861, 15513181, 5486684, 15465568, 13852255, 11868771, 11157603, 12416612, 13802598, 12064871, 9772648, 15540331, 14256747, 16096365, 10897518, 20500075, 11414136, 15045241, 14144123, 9279100, 6577276, 10731133, 10903167, 9787008, 6983298, 970372, 14952071, 13146760, 8807047, 5713549, 7040143, 18350224, 12074647, 3825304, 6981271, 19626139, 12235420, 18725620, 14986911, 6470303, 9843875, 12210345, 19923121, 15686834, 16063668, 3294902, 15328951, 14893755, 11828929, 4702403, 12082884, 22123717, 13491910, 15316684, 13789904, 5597905, 5948625, 5980368, 11001046, 3017431, 15040728, 11377371, 2693339, 19065055, 16283873, 12354790, 3453161, 4260588, 15526637, 16290540, 3706607, 10703604, 19378420, 4172533, 15315189, 14995188, 16025849, 12968185, 627450, 6847737, 15435517, 6725376, 11054849, 3286785, 14007554, 15774984, 11428351, 4784911, 9975568, 22977296, 8665361, 14102292, 5006613, 15015189, 14930710, 6926104, 12102425, 7383835, 5797661, 11473184, 10015010, 12772644, 15443749, 9130789, 13685028, 6088488, 7074089, 14495530, 1765164, 11682092, 11882796, 4718384, 13233969, 6263090, 7719729, 18566452, 12170551, 7074103, 6110009, 11086651, 6531389, 15219009, 5357383, 12744009, 15420234, 13559626, 10960206, 6906709, 7211861, 7002966, 12669271, 6263641, 22832474, 6060893, 4739935, 5705062, 1578343, 4279147, 1863022, 14931822, 458608, 20751217, 13615473, 8288116, 8759156, 14317942, 7274871, 5543800, 13609339, 15932283, 1853821, 2375552, 15640452, 5796743, 8718215, 5025161, 15202185, 4412809, 7714702, 6903183, 5715342, 3846032, 7274900, 2735512, 15904152, 4527512, 14897051, 12997020, 15932319, 14950305, 8226724, 1641893, 7840166, 12625319, 19881385, 10955178, 6019499, 12673964, 15451567, 16774065, 8327601, 15893441, 12059588, 8681925, 14382023, 11695560, 18597322, 5936078, 12693456, 640465, 3474899, 14988755, 10376152, 2893785, 2882524, 1243613, 7629283, 6683109, 14178279, 18784744, 9749487, 9328113, 3575795, 693747, 552437, 7284214, 16253430, 10229752, 523769, 14797302, 7711220, 10006005, 1060863",True,All At Once,Whitney Houston,Whitney Houston,Arista,1985,Performer [The Players],Electronic,Vinyl,Canada,AL8-8212,True,All At Once in Whitney Houston,https://www.discogs.com/release/3453161-Whitney-Houston-Whitney-Houston,B2,3453161,4:26
